site id, b'SRR7658662', b'SRR7658624', b'SRR7658658', b'SRR7658585', b'SRR7658586'
average pi, 0.0005112738783827803, 0.0003354042632650073, 0.0003098085149886543, 0.0003397974602713356, 0.00044531510923141086
num_sites, 1209355, 1150958, 1176058, 1135267, 1174718
aggregate_across_pi, 0.036286952389104565, 0.036286952389104565, 0.036286952389104565, 0.036286952389104565, 0.036286952389104565
distributed_across_pi, 0.036265595369793506, 0.036265595369793506, 0.036265595369793506, 0.036265595369793506, 0.036265595369793506
