site id, b'SRR8180449', b'SRR8784361', b'SRR8784375', b'SRR8784385'
average pi, 0.001536302223804589, 0.002359198305777668, 0.0006498776074818895, 0.0007715107566296481
num_sites, 656725, 1860339, 1445537, 548100
aggregate_across_pi, 0.017392162959281088, 0.017392162959281088, 0.017392162959281088, 0.017392162959281088
distributed_across_pi, 0.01701604385089511, 0.01701604385089511, 0.01701604385089511, 0.01701604385089511
